trialId,laneName,frechet,speedDiff,isBest,isTarget,isMatch
1,Curve_F,4.536646,2.742619,FALSE,A,FALSE
1,Curve_S,1.580299,1.542619,FALSE,A,FALSE
1,Curve_A,0.453252,0.04261899,TRUE,A,TRUE
1,Curve_D,3.047827,0.742619,FALSE,A,FALSE
2,Curve_F,5.10223,3.1002,FALSE,A,FALSE
2,Curve_S,2.231673,1.9002,FALSE,A,FALSE
2,Curve_A,1.097348,0.4001997,TRUE,A,TRUE
2,Curve_D,3.640956,1.1002,FALSE,A,FALSE
3,Curve_F,4.631249,2.688457,FALSE,A,FALSE
3,Curve_S,1.651761,1.488458,FALSE,A,FALSE
3,Curve_A,0.4248722,0.01154256,TRUE,A,TRUE
3,Curve_D,3.136621,0.6884575,FALSE,A,FALSE
4,Curve_F,4.850804,3.140966,FALSE,A,FALSE
4,Curve_S,1.904416,1.940966,FALSE,A,FALSE
4,Curve_A,0.6519588,0.4409659,TRUE,A,TRUE
4,Curve_D,3.365791,1.140966,FALSE,A,FALSE
5,Curve_F,4.585387,2.671189,FALSE,A,FALSE
5,Curve_S,1.694808,1.471189,FALSE,A,FALSE
5,Curve_A,0.7386947,0.02881145,TRUE,A,TRUE
5,Curve_D,3.114334,0.6711886,FALSE,A,FALSE
6,Curve_F,4.734985,2.973483,FALSE,A,FALSE
6,Curve_S,1.78446,1.773483,FALSE,A,FALSE
6,Curve_A,0.5624959,0.2734826,TRUE,A,TRUE
6,Curve_D,3.248414,0.9734826,FALSE,A,FALSE
7,Curve_F,4.756842,2.953272,FALSE,A,FALSE
7,Curve_S,1.830068,1.753273,FALSE,A,FALSE
7,Curve_A,0.6781958,0.2532723,TRUE,A,TRUE
7,Curve_D,3.276942,0.9532723,FALSE,A,FALSE
8,Curve_F,4.842424,3.136887,FALSE,A,FALSE
8,Curve_S,1.939352,1.936887,FALSE,A,FALSE
8,Curve_A,0.8167576,0.4368865,TRUE,A,TRUE
8,Curve_D,3.36973,1.136887,FALSE,A,FALSE
9,Curve_F,4.926146,3.033577,FALSE,A,FALSE
9,Curve_S,1.979855,1.833577,FALSE,A,FALSE
9,Curve_A,0.7044747,0.3335767,TRUE,A,TRUE
9,Curve_D,3.44142,1.033577,FALSE,A,FALSE
10,Curve_F,4.873406,3.214662,FALSE,A,FALSE
10,Curve_S,1.958131,2.014662,FALSE,A,FALSE
10,Curve_A,0.7914378,0.5146618,TRUE,A,TRUE
10,Curve_D,3.397379,1.214662,FALSE,A,FALSE
11,Curve_F,5.035722,3.103492,FALSE,A,FALSE
11,Curve_S,2.102021,1.903492,FALSE,A,FALSE
11,Curve_A,0.8357536,0.4034922,TRUE,A,TRUE
11,Curve_D,3.555066,1.103492,FALSE,A,FALSE
12,Curve_F,5.165291,2.784055,FALSE,A,FALSE
12,Curve_S,2.199171,1.584055,FALSE,A,FALSE
12,Curve_A,0.8151161,0.08405495,TRUE,A,TRUE
12,Curve_D,3.675363,0.784055,FALSE,A,FALSE
13,Curve_F,4.862333,2.742159,FALSE,A,FALSE
13,Curve_S,1.891859,1.542159,FALSE,A,FALSE
13,Curve_A,0.5454841,0.04215908,TRUE,A,TRUE
13,Curve_D,3.370564,0.7421591,FALSE,A,FALSE
14,Curve_F,4.698239,3.012258,FALSE,A,FALSE
14,Curve_S,1.788388,1.812258,FALSE,A,FALSE
14,Curve_A,0.7146826,0.3122578,TRUE,A,TRUE
14,Curve_D,3.222715,1.012258,FALSE,A,FALSE
15,Curve_F,4.854126,2.855447,FALSE,A,FALSE
15,Curve_S,1.954173,1.655447,FALSE,A,FALSE
15,Curve_A,0.9372888,0.155447,TRUE,A,TRUE
15,Curve_D,3.382405,0.8554471,FALSE,A,FALSE
16,Curve_F,4.325947,2.359647,FALSE,A,FALSE
16,Curve_S,1.36036,1.159647,FALSE,A,FALSE
16,Curve_A,0.4419648,0.340353,TRUE,A,TRUE
16,Curve_D,2.834113,0.359647,FALSE,A,FALSE
17,Curve_F,4.87758,2.693041,FALSE,A,FALSE
17,Curve_S,1.889291,1.493041,FALSE,A,FALSE
17,Curve_A,0.495794,0.0069592,TRUE,A,TRUE
17,Curve_D,3.380843,0.6930408,FALSE,A,FALSE
18,Curve_F,4.472774,2.60947,FALSE,A,FALSE
18,Curve_S,1.511228,1.40947,FALSE,A,FALSE
18,Curve_A,0.4157635,0.0905304,TRUE,A,TRUE
18,Curve_D,2.982408,0.6094697,FALSE,A,FALSE
19,Curve_F,4.745862,3.212301,FALSE,A,FALSE
19,Curve_S,1.796916,2.012301,FALSE,A,FALSE
19,Curve_A,0.5759806,0.5123012,TRUE,A,TRUE
19,Curve_D,3.259763,1.212301,FALSE,A,FALSE
20,Curve_F,4.705362,3.070841,FALSE,A,FALSE
20,Curve_S,1.823701,1.870841,FALSE,A,FALSE
20,Curve_A,0.8176858,0.3708408,TRUE,A,TRUE
20,Curve_D,3.237771,1.070841,FALSE,A,FALSE
21,Curve_F,4.651015,3.03204,FALSE,A,FALSE
21,Curve_S,1.777538,1.83204,FALSE,A,FALSE
21,Curve_A,0.8206629,0.3320401,TRUE,A,TRUE
21,Curve_D,3.185246,1.03204,FALSE,A,FALSE
22,Curve_F,4.695725,2.63034,FALSE,A,FALSE
22,Curve_S,1.737792,1.430341,FALSE,A,FALSE
22,Curve_A,0.5049372,0.06965971,TRUE,A,TRUE
22,Curve_D,3.207005,0.6303403,FALSE,A,FALSE
23,Curve_F,4.530867,2.743416,FALSE,A,FALSE
23,Curve_S,1.655936,1.543417,FALSE,A,FALSE
23,Curve_A,0.7738262,0.04341626,TRUE,A,TRUE
23,Curve_D,3.063566,0.7434163,FALSE,A,FALSE
24,Curve_F,4.796929,2.757782,FALSE,A,FALSE
24,Curve_S,1.894068,1.557782,FALSE,A,FALSE
24,Curve_A,0.7911879,0.05778217,TRUE,A,TRUE
24,Curve_D,3.324006,0.7577822,FALSE,A,FALSE
25,Curve_F,4.441172,2.709748,FALSE,A,FALSE
25,Curve_S,1.483878,1.509748,FALSE,A,FALSE
25,Curve_A,0.4543991,0.00974822,TRUE,A,TRUE
25,Curve_D,2.95177,0.7097483,FALSE,A,FALSE
26,Curve_F,4.890826,2.655284,FALSE,A,FALSE
26,Curve_S,1.947286,1.455284,FALSE,A,FALSE
26,Curve_A,0.6912296,0.04471588,TRUE,A,TRUE
26,Curve_D,3.406765,0.6552842,FALSE,A,FALSE
27,Curve_F,4.434502,2.596369,FALSE,A,FALSE
27,Curve_S,1.637793,1.396369,FALSE,A,FALSE
27,Curve_A,0.7561691,0.103631,TRUE,A,TRUE
27,Curve_D,2.956396,0.596369,FALSE,A,FALSE
28,Curve_F,4.795625,2.683517,FALSE,A,FALSE
28,Curve_S,1.821854,1.483517,FALSE,A,FALSE
28,Curve_A,0.4792865,0.01648331,TRUE,A,TRUE
28,Curve_D,3.302815,0.6835167,FALSE,A,FALSE
29,Curve_F,4.344528,2.98346,FALSE,A,FALSE
29,Curve_S,1.421024,1.78346,FALSE,A,FALSE
29,Curve_A,0.6605235,0.2834599,TRUE,A,TRUE
29,Curve_D,2.86306,0.9834599,FALSE,A,FALSE
30,Curve_F,4.351877,2.457183,FALSE,A,FALSE
30,Curve_S,1.371219,1.257183,FALSE,A,FALSE
30,Curve_A,0.3726193,0.2428172,TRUE,A,TRUE
30,Curve_D,2.856491,0.4571829,FALSE,A,FALSE
1,Curve_A,0.9980903,1.205961,FALSE,S,FALSE
1,Curve_S,0.5298642,0.2940392,TRUE,S,TRUE
1,Curve_D,3.082849,0.5059609,FALSE,S,FALSE
1,Curve_F,4.028511,1.494039,FALSE,S,FALSE
2,Curve_A,1.064375,1.384517,FALSE,S,FALSE
2,Curve_S,0.608714,0.1154828,TRUE,S,TRUE
2,Curve_D,2.85751,0.6845174,FALSE,S,FALSE
2,Curve_F,3.873587,1.315483,FALSE,S,FALSE
3,Curve_A,1.275569,1.62019,FALSE,S,FALSE
3,Curve_S,0.5246978,0.1201897,TRUE,S,TRUE
3,Curve_D,2.871324,0.9201899,FALSE,S,FALSE
3,Curve_F,3.875234,1.07981,FALSE,S,FALSE
4,Curve_A,1.52756,1.417501,FALSE,S,FALSE
4,Curve_S,0.4645538,0.0824995,TRUE,S,TRUE
4,Curve_D,2.951705,0.7175007,FALSE,S,FALSE
4,Curve_F,3.968189,1.282499,FALSE,S,FALSE
5,Curve_A,0.9995252,1.483738,FALSE,S,FALSE
5,Curve_S,0.6247473,0.01626253,TRUE,S,TRUE
5,Curve_D,3.039626,0.7837377,FALSE,S,FALSE
5,Curve_F,4.016078,1.216262,FALSE,S,FALSE
6,Curve_A,1.123931,0.9580104,FALSE,S,FALSE
6,Curve_S,0.589433,0.5419898,TRUE,S,TRUE
6,Curve_D,2.923759,0.2580104,FALSE,S,FALSE
6,Curve_F,3.990169,1.74199,FALSE,S,FALSE
7,Curve_A,1.181878,1.171466,FALSE,S,FALSE
7,Curve_S,0.4600618,0.3285344,TRUE,S,TRUE
7,Curve_D,2.935729,0.4714658,FALSE,S,FALSE
7,Curve_F,3.996749,1.528534,FALSE,S,FALSE
8,Curve_A,0.9851128,0.9500148,FALSE,S,FALSE
8,Curve_S,0.6411539,0.5499854,TRUE,S,TRUE
8,Curve_D,2.811975,0.2500148,FALSE,S,FALSE
8,Curve_F,3.84626,1.749985,FALSE,S,FALSE
9,Curve_A,0.8325402,0.7082403,FALSE,S,FALSE
9,Curve_S,0.6982156,0.79176,TRUE,S,TRUE
9,Curve_D,3.115189,0.008240223,FALSE,S,FALSE
9,Curve_F,4.137515,1.99176,FALSE,S,FALSE
10,Curve_A,1.105697,1.32947,FALSE,S,FALSE
10,Curve_S,0.5258585,0.1705298,TRUE,S,TRUE
10,Curve_D,3.04239,0.6294703,FALSE,S,FALSE
10,Curve_F,4.058985,1.37053,FALSE,S,FALSE
11,Curve_A,1.370501,1.369864,FALSE,S,FALSE
11,Curve_S,0.5592846,0.1301365,TRUE,S,TRUE
11,Curve_D,2.88763,0.6698637,FALSE,S,FALSE
11,Curve_F,3.87144,1.330136,FALSE,S,FALSE
12,Curve_A,0.7540637,1.269287,FALSE,S,FALSE
12,Curve_S,0.7598891,0.2307134,TRUE,S,TRUE
12,Curve_D,3.094235,0.5692868,FALSE,S,FALSE
12,Curve_F,4.041735,1.430713,FALSE,S,FALSE
13,Curve_A,1.574661,1.324578,FALSE,S,FALSE
13,Curve_S,0.8784036,0.1754222,TRUE,S,TRUE
13,Curve_D,2.522637,0.624578,FALSE,S,FALSE
13,Curve_F,3.618204,1.375422,FALSE,S,FALSE
14,Curve_A,1.275742,1.33723,FALSE,S,FALSE
14,Curve_S,0.5863041,0.1627698,TRUE,S,TRUE
14,Curve_D,2.86363,0.6372304,FALSE,S,FALSE
14,Curve_F,3.955089,1.36277,FALSE,S,FALSE
15,Curve_A,1.212175,1.364825,FALSE,S,FALSE
15,Curve_S,0.575352,0.1351752,TRUE,S,TRUE
15,Curve_D,2.81766,0.664825,FALSE,S,FALSE
15,Curve_F,3.897748,1.335175,FALSE,S,FALSE
16,Curve_A,1.274168,1.046236,FALSE,S,FALSE
16,Curve_S,0.677012,0.4537642,TRUE,S,TRUE
16,Curve_D,2.751566,0.346236,FALSE,S,FALSE
16,Curve_F,3.718632,1.653764,FALSE,S,FALSE
17,Curve_A,1.739026,1.482064,FALSE,S,FALSE
17,Curve_S,0.5603241,0.01793575,TRUE,S,TRUE
17,Curve_D,2.894815,0.7820644,FALSE,S,FALSE
17,Curve_F,3.930478,1.217936,FALSE,S,FALSE
18,Curve_A,0.8269971,0.8592582,FALSE,S,FALSE
18,Curve_S,0.8486529,0.6407421,TRUE,S,TRUE
18,Curve_D,3.05111,0.1592581,FALSE,S,FALSE
18,Curve_F,4.03554,1.840742,FALSE,S,FALSE
19,Curve_A,1.092139,1.215286,FALSE,S,FALSE
19,Curve_S,0.5148142,0.2847142,TRUE,S,TRUE
19,Curve_D,2.942879,0.515286,FALSE,S,FALSE
19,Curve_F,3.913036,1.484714,FALSE,S,FALSE
20,Curve_A,1.378053,1.450338,FALSE,S,FALSE
20,Curve_S,0.516233,0.04966211,TRUE,S,TRUE
20,Curve_D,2.954805,0.7503381,FALSE,S,FALSE
20,Curve_F,3.884677,1.249662,FALSE,S,FALSE
21,Curve_A,1.003824,1.034144,FALSE,S,FALSE
21,Curve_S,0.5890337,0.4658563,TRUE,S,TRUE
21,Curve_D,2.793658,0.3341439,FALSE,S,FALSE
21,Curve_F,3.889313,1.665856,FALSE,S,FALSE
22,Curve_A,0.9811067,1.050631,FALSE,S,FALSE
22,Curve_S,0.6160631,0.4493694,TRUE,S,TRUE
22,Curve_D,2.832314,0.3506308,FALSE,S,FALSE
22,Curve_F,3.799311,1.649369,FALSE,S,FALSE
23,Curve_A,0.9711332,0.9431839,FALSE,S,FALSE
23,Curve_S,0.6101274,0.5568163,TRUE,S,TRUE
23,Curve_D,3.069514,0.2431839,FALSE,S,FALSE
23,Curve_F,4.022853,1.756816,FALSE,S,FALSE
24,Curve_A,1.121508,0.8258557,FALSE,S,FALSE
24,Curve_S,0.5841712,0.6741445,TRUE,S,TRUE
24,Curve_D,2.840127,0.1258557,FALSE,S,FALSE
24,Curve_F,3.847018,1.874144,FALSE,S,FALSE
25,Curve_A,1.51415,1.219724,FALSE,S,FALSE
25,Curve_S,0.6926935,0.2802758,TRUE,S,TRUE
25,Curve_D,2.752732,0.5197244,FALSE,S,FALSE
25,Curve_F,3.741632,1.480276,FALSE,S,FALSE
26,Curve_A,1.509787,1.430818,FALSE,S,FALSE
26,Curve_S,0.7005695,0.0691824,TRUE,S,TRUE
26,Curve_D,2.725243,0.7308178,FALSE,S,FALSE
26,Curve_F,3.728964,1.269182,FALSE,S,FALSE
27,Curve_A,1.27682,1.095169,FALSE,S,FALSE
27,Curve_S,0.7791692,0.4048312,TRUE,S,TRUE
27,Curve_D,2.634468,0.395169,FALSE,S,FALSE
27,Curve_F,3.624891,1.604831,FALSE,S,FALSE
28,Curve_A,1.343054,1.477321,FALSE,S,FALSE
28,Curve_S,0.6547335,0.02267885,TRUE,S,TRUE
28,Curve_D,2.760627,0.7773213,FALSE,S,FALSE
28,Curve_F,3.771396,1.222679,FALSE,S,FALSE
29,Curve_A,1.31806,1.460024,FALSE,S,FALSE
29,Curve_S,0.4696968,0.0399766,TRUE,S,TRUE
29,Curve_D,2.943038,0.7600236,FALSE,S,FALSE
29,Curve_F,3.970803,1.239976,FALSE,S,FALSE
30,Curve_A,1.40664,0.8035355,FALSE,S,FALSE
30,Curve_S,0.716993,0.6964648,TRUE,S,TRUE
30,Curve_D,2.691075,0.1035354,FALSE,S,FALSE
30,Curve_F,3.680004,1.896465,FALSE,S,FALSE
1,Curve_A,3.465437,0.4871287,False,D,False
1,Curve_D,0.7902392,0.2128713,True,D,True
1,Curve_S,3.689507,1.012872,False,D,False
1,Curve_F,1.296955,2.212871,False,D,False
2,Curve_A,3.380194,0.4693799,False,D,False
2,Curve_D,1.056438,0.2306201,True,D,True
2,Curve_S,3.786394,1.03062,False,D,False
2,Curve_F,1.646583,2.23062,False,D,False
3,Curve_A,3.467788,0.9056253,False,D,False
3,Curve_D,0.6944926,0.2056253,True,D,True
3,Curve_S,3.627117,0.5943749,False,D,False
3,Curve_F,1.208596,1.794375,False,D,False
4,Curve_A,3.177366,0.4997911,False,D,False
4,Curve_D,0.8375167,0.2002089,True,D,True
4,Curve_S,3.731926,1.000209,False,D,False
4,Curve_F,1.659616,2.200209,False,D,False
5,Curve_A,3.18656,0.6572328,False,D,False
5,Curve_D,1.175592,0.04276729,True,D,True
5,Curve_S,3.802584,0.8427675,False,D,False
5,Curve_F,1.935444,2.042767,False,D,False
6,Curve_A,3.352014,0.6919708,False,D,False
6,Curve_D,0.9789838,0.008029222,True,D,True
6,Curve_S,4.013169,0.8080294,False,D,False
6,Curve_F,1.603002,2.008029,False,D,False
7,Curve_A,3.247542,0.6243958,False,D,False
7,Curve_D,1.048529,0.0756042,True,D,True
7,Curve_S,3.950172,0.8756044,False,D,False
7,Curve_F,1.791765,2.075604,False,D,False
8,Curve_A,3.310868,0.4524832,False,D,False
8,Curve_D,0.9625989,0.2475169,True,D,True
8,Curve_S,3.686378,1.047517,False,D,False
8,Curve_F,1.630635,2.247517,False,D,False
9,Curve_A,3.354124,0.4452417,False,D,False
9,Curve_D,1.211438,0.2547584,True,D,True
9,Curve_S,3.7874,1.054759,False,D,False
9,Curve_F,1.823814,2.254758,False,D,False
10,Curve_A,3.42793,0.6038795,False,D,False
10,Curve_D,0.9107609,0.0961206,True,D,True
10,Curve_S,3.75719,0.8961208,False,D,False
10,Curve_F,1.455636,2.096121,False,D,False
11,Curve_A,3.102464,0.6919653,False,D,False
11,Curve_D,1.230337,0.008034706,True,D,True
11,Curve_S,3.870205,0.8080349,False,D,False
11,Curve_F,2.065691,2.008035,False,D,False
12,Curve_A,3.315739,0.5412142,False,D,False
12,Curve_D,1.249109,0.1587858,True,D,True
12,Curve_S,3.791583,0.958786,False,D,False
12,Curve_F,1.895613,2.158786,False,D,False
13,Curve_A,3.562004,0.8356957,False,D,False
13,Curve_D,0.8569532,0.1356957,True,D,True
13,Curve_S,3.83141,0.6643045,False,D,False
13,Curve_F,1.227851,1.864304,False,D,False
14,Curve_A,3.242486,0.5707192,False,D,False
14,Curve_D,1.095656,0.1292808,True,D,True
14,Curve_S,3.777512,0.929281,False,D,False
14,Curve_F,1.814893,2.129281,False,D,False
15,Curve_A,3.376294,0.7059696,False,D,False
15,Curve_D,1.156283,0.005969524,True,D,True
15,Curve_S,3.921609,0.7940307,False,D,False
15,Curve_F,1.748087,1.99403,False,D,False
16,Curve_A,3.487797,0.653749,False,D,False
16,Curve_D,1.025928,0.04625106,True,D,True
16,Curve_S,3.974556,0.8462512,False,D,False
16,Curve_F,1.498808,2.046251,False,D,False
17,Curve_A,3.397029,0.5749702,False,D,False
17,Curve_D,1.135339,0.1250298,True,D,True
17,Curve_S,3.919365,0.92503,False,D,False
17,Curve_F,1.706924,2.12503,False,D,False
18,Curve_A,3.318373,0.7091627,False,D,False
18,Curve_D,0.8667234,0.009162664,True,D,True
18,Curve_S,3.896169,0.7908375,False,D,False
18,Curve_F,1.53981,1.990837,False,D,False
19,Curve_A,3.452172,0.8135276,False,D,False
19,Curve_D,0.9013584,0.1135275,True,D,True
19,Curve_S,3.754147,0.6864727,False,D,False
19,Curve_F,1.417718,1.886472,False,D,False
20,Curve_A,3.501834,0.9048331,False,D,False
20,Curve_D,0.920276,0.204833,True,D,True
20,Curve_S,3.822903,0.5951672,False,D,False
20,Curve_F,1.374388,1.795167,False,D,False
21,Curve_A,3.468193,0.7572193,False,D,False
21,Curve_D,1.141332,0.05721927,True,D,True
21,Curve_S,3.875376,0.7427809,False,D,False
21,Curve_F,1.640053,1.942781,False,D,False
22,Curve_A,3.370544,0.7646933,False,D,False
22,Curve_D,1.099806,0.06469321,True,D,True
22,Curve_S,3.998363,0.735307,False,D,False
22,Curve_F,1.704197,1.935307,False,D,False
23,Curve_A,3.251376,0.8074744,False,D,False
23,Curve_D,0.9614073,0.1074743,True,D,True
23,Curve_S,3.852641,0.6925259,False,D,False
23,Curve_F,1.688412,1.892526,False,D,False
24,Curve_A,3.230162,0.5820415,False,D,False
24,Curve_D,0.8572205,0.1179585,True,D,True
24,Curve_S,3.969112,0.9179587,False,D,False
24,Curve_F,1.623351,2.117959,False,D,False
25,Curve_A,3.54737,0.7816153,False,D,False
25,Curve_D,1.067671,0.08161521,True,D,True
25,Curve_S,3.795413,0.718385,False,D,False
25,Curve_F,1.472402,1.918385,False,D,False
26,Curve_A,3.333107,0.6384969,False,D,False
26,Curve_D,1.14946,0.06150317,True,D,True
26,Curve_S,3.896873,0.8615034,False,D,False
26,Curve_F,1.782438,2.061503,False,D,False
27,Curve_A,3.336845,0.8157771,False,D,False
27,Curve_D,1.212633,0.115777,True,D,True
27,Curve_S,3.749255,0.6842232,False,D,False
27,Curve_F,1.840775,1.884223,False,D,False
28,Curve_A,3.04473,0.5007892,False,D,False
28,Curve_D,1.17514,0.1992109,True,D,True
28,Curve_S,3.839194,0.9992111,False,D,False
28,Curve_F,2.086118,2.199211,False,D,False
29,Curve_A,3.583993,0.6285229,False,D,False
29,Curve_D,1.087273,0.07147717,True,D,True
29,Curve_S,3.909707,0.8714774,False,D,False
29,Curve_F,1.449394,2.071477,False,D,False
30,Curve_A,3.168432,0.3068774,False,D,False
30,Curve_D,1.420674,0.3931227,True,D,True
30,Curve_S,3.831744,1.193123,False,D,False
30,Curve_F,2.185127,2.393123,False,D,False
1,Curve_S,4.821852,1.259587,False,F,False
1,Curve_D,2.08253,2.059587,False,F,False
1,Curve_A,4.636801,2.759588,False,F,False
1,Curve_F,1.582858,0.05958748,True,F,True
2,Curve_S,4.762751,1.333609,False,F,False
2,Curve_D,2.227983,2.133609,False,F,False
2,Curve_A,4.871703,2.833609,False,F,False
2,Curve_F,1.526145,0.1336093,True,F,True
3,Curve_S,4.88155,1.569345,False,F,False
3,Curve_D,2.207329,2.369345,False,F,False
3,Curve_A,4.997995,3.069345,False,F,False
3,Curve_F,1.21306,0.3693452,True,F,True
4,Curve_S,4.719791,0.621604,False,F,False
4,Curve_D,2.000736,1.421604,False,F,False
4,Curve_A,4.69753,2.121604,False,F,False
4,Curve_F,1.290222,0.5783958,True,F,True
5,Curve_S,4.722908,1.584444,False,F,False
5,Curve_D,2.240648,2.384444,False,F,False
5,Curve_A,5.13747,3.084444,False,F,False
5,Curve_F,1.036383,0.3844442,True,F,True
6,Curve_S,4.797334,1.416658,False,F,False
6,Curve_D,2.216487,2.216659,False,F,False
6,Curve_A,5.125063,2.916659,False,F,False
6,Curve_F,0.9930196,0.2166586,True,F,True
7,Curve_S,4.588797,0.9340329,False,F,False
7,Curve_D,1.952186,1.734033,False,F,False
7,Curve_A,4.732265,2.434033,False,F,False
7,Curve_F,1.063306,0.2659669,True,F,True
8,Curve_S,4.506885,1.644047,False,F,False
8,Curve_D,2.234771,2.444047,False,F,False
8,Curve_A,5.075817,3.144047,False,F,False
8,Curve_F,1.165909,0.4440475,True,F,True
9,Curve_S,4.691465,0.8874121,False,F,False
9,Curve_D,2.363956,1.687412,False,F,False
9,Curve_A,5.079815,2.387412,False,F,False
9,Curve_F,1.493374,0.3125877,True,F,True
10,Curve_S,4.645539,1.012329,False,F,False
10,Curve_D,2.041841,1.812329,False,F,False
10,Curve_A,4.732499,2.512329,False,F,False
10,Curve_F,1.343651,0.1876712,True,F,True
11,Curve_S,4.631959,1.034878,False,F,False
11,Curve_D,2.194789,1.834878,False,F,False
11,Curve_A,5.075943,2.534878,False,F,False
11,Curve_F,0.9167482,0.165122,True,F,True
12,Curve_S,4.702215,2.038379,False,F,False
12,Curve_D,2.463547,2.838379,False,F,False
12,Curve_A,5.413527,3.538379,False,F,False
12,Curve_F,1.095655,0.8383789,True,F,True
13,Curve_S,5.006537,1.326068,False,F,False
13,Curve_D,2.330791,2.126069,False,F,False
13,Curve_A,5.120099,2.826069,False,F,False
13,Curve_F,1.277935,0.1260686,True,F,True
14,Curve_S,4.632392,0.7683434,False,F,False
14,Curve_D,1.992462,1.568344,False,F,False
14,Curve_A,4.663957,2.268344,False,F,False
14,Curve_F,1.314417,0.4316564,True,F,True
15,Curve_S,4.572906,1.456324,False,F,False
15,Curve_D,2.501676,2.256324,False,F,False
15,Curve_A,5.42729,2.956324,False,F,False
15,Curve_F,1.187365,0.2563243,True,F,True
16,Curve_S,4.6572,1.041062,False,F,False
16,Curve_D,2.064272,1.841062,False,F,False
16,Curve_A,4.951798,2.541062,False,F,False
16,Curve_F,0.9146352,0.1589379,True,F,True
17,Curve_S,4.731511,1.135429,False,F,False
17,Curve_D,2.447222,1.935429,False,F,False
17,Curve_A,5.256097,2.635429,False,F,False
17,Curve_F,1.384975,0.0645709,True,F,True
18,Curve_S,4.588484,0.7818985,False,F,False
18,Curve_D,2.092159,1.581899,False,F,False
18,Curve_A,4.664128,2.281899,False,F,False
18,Curve_F,1.561618,0.4181013,True,F,True
19,Curve_S,4.795493,1.145234,False,F,False
19,Curve_D,2.057466,1.945234,False,F,False
19,Curve_A,4.804132,2.645234,False,F,False
19,Curve_F,1.232932,0.0547657,True,F,True
20,Curve_S,4.653842,0.9776206,False,F,False
20,Curve_D,2.174403,1.777621,False,F,False
20,Curve_A,5.122749,2.477621,False,F,False
20,Curve_F,0.8555744,0.2223792,True,F,True
21,Curve_S,4.75627,1.115267,False,F,False
21,Curve_D,2.126524,1.915267,False,F,False
21,Curve_A,4.701029,2.615268,False,F,False
21,Curve_F,1.575857,0.08473253,True,F,True
22,Curve_S,5.028829,1.094365,False,F,False
22,Curve_D,2.315387,1.894365,False,F,False
22,Curve_A,4.955759,2.594365,False,F,False
22,Curve_F,1.584851,0.1056347,True,F,True
23,Curve_S,4.687573,1.148719,False,F,False
23,Curve_D,2.18517,1.94872,False,F,False
23,Curve_A,4.831486,2.64872,False,F,False
23,Curve_F,1.496938,0.0512805,True,F,True
24,Curve_S,4.825424,1.188884,False,F,False
24,Curve_D,2.098446,1.988884,False,F,False
24,Curve_A,4.84478,2.688884,False,F,False
24,Curve_F,1.237536,0.01111555,True,F,True
25,Curve_S,4.661577,0.6784229,False,F,False
25,Curve_D,1.989373,1.478423,False,F,False
25,Curve_A,4.766829,2.178423,False,F,False
25,Curve_F,1.143095,0.5215769,True,F,True
26,Curve_S,4.726515,0.7066636,False,F,False
26,Curve_D,2.420511,1.506664,False,F,False
26,Curve_A,4.971205,2.206664,False,F,False
26,Curve_F,1.783779,0.4933362,True,F,True
27,Curve_S,4.803911,0.9481955,False,F,False
27,Curve_D,2.155274,1.748196,False,F,False
27,Curve_A,4.918128,2.448196,False,F,False
27,Curve_F,1.159315,0.2518044,True,F,True
28,Curve_S,4.814261,0.850729,False,F,False
28,Curve_D,2.107563,1.650729,False,F,False
28,Curve_A,4.792827,2.350729,False,F,False
28,Curve_F,1.388215,0.3492708,True,F,True
29,Curve_S,4.759993,0.740778,False,F,False
29,Curve_D,2.068662,1.540778,False,F,False
29,Curve_A,4.955323,2.240778,False,F,False
29,Curve_F,0.9441546,0.4592218,True,F,True
30,Curve_S,5.023594,0.9303765,False,F,False
30,Curve_D,2.442739,1.730377,False,F,False
30,Curve_A,5.289122,2.430377,False,F,False
30,Curve_F,1.164688,0.2696233,True,F,True
1,Curve_D,3.151556,0.7952175,False,Unknown,False
1,Curve_F,4.152383,1.204782,False,Unknown,False
1,Curve_S,0.4581389,0.004782677,True,Unknown,False
1,Curve_A,1.043456,1.495218,False,Unknown,False
